Date,0973.HK_MktCap_USD,NTCO3.SA_MktCap_USD,COUR_MktCap_USD,WRBY_MktCap_USD,ARZZ3.SA_MktCap_USD,SOMA3.SA_MktCap_USD,1112.HK_MktCap_USD,FREY.PA_MktCap_USD,LMND_MktCap_USD,CONCHATORO.SN_MktCap_USD,COCO_MktCap_USD,LFG.AX_MktCap_USD,2897.TW_MktCap_USD,AMAL_MktCap_USD,VITL_MktCap_USD,ABB.AX_MktCap_USD,BFT.WA_MktCap_USD,IBAB.BR_MktCap_USD,SML.NZ_MktCap_USD,MOVI3.SA_MktCap_USD,Index
2023-10-29,3777138823,3297693744,2704892612,1543641658,1305163717,841035491.6,743083621.1,943652758.6,720781910.7,791723296.1,1359728247,714587006.3,785239064.3,532072653.1,450662754.7,731869149.2,1241264360,277732723,168355264.6,626549987.1,23.55686884
2023-10-30,3777737698,3265970121,2785095556,1584389981,1273825305,802322984,728370348.9,954784972,724191488.2,804598851.3,1304468369,732958102.3,792208350.7,537545459.9,455702821,739056557,1251571627,288373499.6,168001219.5,617547494.9,23.58872081
2023-10-31,3766536503,3352638906,2726909083,1555626385,1290787799,840791083.3,876261487.3,958115303.9,746012680.1,810435020.4,1512669749,729382971.2,790102616.7,554571721.8,464522876.9,735451679.6,1251571627,286779233.8,174591030.1,622576725.7,24.04633448
2023-11-01,3743141368,3361612304,2803967031,1487313088,1305442266,873816153.1,873206647,971810685,750104186,810435020.4,1565138766,738901864.4,800380679,549098973.8,476282938.1,745049773.2,1221676851,294059571.2,172877814,642801665.3,24.18711764
2023-11-02,3756915717,3361612304,2832274093,1549634079,1305442266,873816153.1,910795429.3,974797776.3,1102653159,814010646.5,1589698640,739684541.6,813435948.1,562476835,480902952.1,681148820.6,1195939356,303337773.8,170873229.2,642801665.3,24.66225139
2023-11-03,3756915717,3612146216,2838564385,1637123030,1378676603,960211868.3,910795429.3,974797776.3,1181073116,819726876.5,1614816815,739684541.6,813435948.1,591968843.1,489302995.8,681148820.6,1195939356,303337773.8,170873229.2,707648361.9,25.3781877
2023-11-05,3766582235,3612146216,2838564385,1637123030,1378676603,960211868.3,922391611.1,985322106.5,1181073116,819726876.5,1614816815,749869636.2,819172878.1,591968843.1,489302995.8,696314448.2,1238676061,314764003.3,171189533.6,707648361.9,25.49554162
2023-11-06,3657357751,3542301166,2781950560,1657497191,1325861185,907560337.7,914559295.3,984202482.3,1115609540,812266416.2,1614258622,727633869.1,813728816.2,592885661.7,507363119.8,703052051,1229112479,310648495,172749842.3,701826996.6,25.07242588
2023-11-07,3631709969,3709048714,2950219987,1713825762,1429341020,978885711.6,960874892.8,982044374.4,1148341328,807561145.5,1553416915,732489730.1,811717645.5,591968901.9,504423114.5,710068313.2,1205774519,311842106.8,177150373.7,724226436.4,25.63493096
2023-11-08,3607582478,3656243066,2939211751,1302747244,1351698752,946906873.2,961458319.9,983295975.9,1091060634,797323761,1571836875,729609289,804043168.6,591052024.5,491823028.9,707276042.1,1208046535,314742494.9,175177823.2,729597841.4,24.96073398
2023-11-09,3632861051,3608506567,2903041449,1217655192,1301881134,1003810388,947322008.1,979323971.9,1026278922,786948123.2,1582442338,724637523.3,803084107.5,589218387.3,495603058.6,694923423.6,1200999351,307239045.7,175787174.6,736124719.6,24.71768794
2023-11-10,3632861051,3762533978,2934493807,1205670465,1339461369,1076756221,947322008.1,979323971.9,969680156.9,800974197.8,1613700428,724637523.3,803084107.5,596247428,504423114.5,694923423.6,1200999351,307239045.7,175787174.6,787307901.4,25.05742672
2023-11-12,3669379679,3762533978,2934493807,1205670465,1339461369,1076756221,922282799,981425013.2,969680156.9,800974197.8,1613700428,681711207.3,800818404.1,596247428,504423114.5,695179940.2,1241562288,310084106.4,170825393.9,787307901.4,25.0645179
2023-11-13,3651824532,3750290194,2964373518,1253609601,1332999442,1081233387,915999887.4,982480495.3,977181175.3,789916937.2,1596396856,734108752.6,802483019.7,600220328.3,497283067.3,696785691.6,1271306422,329486533.3,167953073,765832495.1,25.16176541
2023-11-14,3653174241,3891267708,3123207357,1353083393,1410371015,1093786542,939453233.5,998855793.7,1070603234,813847976.1,1592489608,757623732.8,824770035.7,652785556,518283196.6,754257430.8,1318540397,334978184.7,172781665.3,815836405.1,26.08999671
2023-11-15,3596043942,3891267708,3083892059,1368663641,1410371015,1093786542,924429647.5,1003138357,1104698944,829471218.8,1645516712,768577215.3,823435860.9,650340608.3,537603317.1,753670204,1263821548,341131389.8,173398287.4,815836405.1,26.07909462
2023-11-16,3598258532,4067352631,3066593232,1314732085,1450210249,1122280555,900222236.9,996449134.3,1065147936,840336890.5,1632678581,748341601.2,827306765.9,635671275.3,523323222.8,758378590.8,1283170472,346853085.3,174174800.1,830956982.8,26.18243886
2023-11-17,3598258532,4118730070,3016269699,1317128984,1441201092,1094679866,900222236.9,996449134.3,1126520136,823209708.4,1624305891,748341601.2,827306765.9,643005941.8,533403275.3,758378590.8,1283170472,346853085.3,174174800.1,801898367.5,26.17350825
2023-11-19,3665362531,4118730070,3016269699,1317128984,1441201092,1094679866,887746945.7,1001356011,1126520136,823209708.4,1624305891,743781486.2,832643028.1,643005941.8,533403275.3,744215619.7,1263931482,346012224.8,169892629,801898367.5,26.19529499
2023-11-20,3678279483,4329792488,3047721757,1313533578,1475512428,1134578173,893095938.1,1004907113,1153796626,842533514.7,1625980365,795831624.8,844052367.2,646673275.1,540543322.4,747854542,1309071789,351076180.3,168518173.2,808374285.6,26.71172702
2023-11-21,3676770075,4233795413,3009979107,1252411094,1415398297,1077855651,892729449.8,1002252372,1092424491,875599503.9,1590815027,795216398,845705734.3,632309567.8,521223201.9,731748597.5,1294735569,358440040.4,170223599.5,788842892,26.25847608
2023-11-22,3744120230,4314763199,3098045590,1267991342,1406666492,1087902963,937233614.4,999686722.5,1136748804,899708595,1620398643,781823408.2,840974724.8,632003942,532983263.1,728146130.4,1458254271,355614009.5,168034004.3,800983110,26.81208306
2023-11-23,3720733444,4433542499,3098045590,1267991342,1402220337,1113058349,945304402.2,994394865,1136748804,886922432.2,1620398643,764623051.8,834953675.8,632003942,532983263.1,730155199.4,1360650783,353589510.5,172689811.1,800018550.3,26.8010285
2023-11-24,3720733444,4329291483,3083892059,1272785255,1374343469,1069252893,945304402.2,994394865,1152432769,889347439.5,1637144022,764623051.8,834953675.8,632003942,538863313.7,730155199.4,1360650783,353589510.5,172689811.1,792905215.7,26.64935661
2023-11-26,3819766476,4329291483,3083892059,1272785255,1374343469,1069252893,950985444.9,997631278.6,1152432769,889347439.5,1637144022,803974008.2,832376375.6,632003942,538863313.7,744187016.9,1343905672,355379478.7,169567339.8,792905215.7,26.79003495
2023-11-27,3698711255,4315515189,3113771470,1239227860,1392651771,1072159566,911675325.1,999271085.6,1172890234,891168432.1,1676774908,815602773.8,848618236.4,628336550,528363249,743811798.4,1403152997,354683172.7,174197379.1,798238615.2,26.77882187
2023-11-28,3416946747,4389906028,3121634709,1296754823,1415355740,1053165269,924242777.9,1044490558,1201530581,891886424.6,1613700428,829193597.1,852682637.9,625586094.1,540963334.6,733063914.4,1437067411,356194876.1,172808522.3,801710167.9,26.71888464
2023-11-29,3672764998,4378107523,3134215592,1283571589,1385117928,1000119544,901665431.1,1031045943,1243127179,890526145.4,1562347798,836277652.3,857767645.3,632920760.6,539283325.9,748251053.6,1414700105,350044708.5,171754716.2,801217579.1,26.83482722
2023-11-30,3530538246,4433814657,3105908530,1247617180,1366418594,970257499.8,895987921.1,1023422898,1204940093,870702022.5,1566255046,842884826.2,853493229.6,641783438.6,559443430.7,731336709.4,1389931714,331547463.7,175793388.9,809767348.2,26.55184424
2023-12-01,3530538246,4593156489,3178248534,1324319912,1382685942,1051158245,895987921.1,1023422898,1247900548,914581278.4,1551184248,842884826.2,853493229.6,671733356.3,583803577.5,731336709.4,1389931714,331547463.7,175793388.9,823673983.6,27.09738251
2023-12-03,3686719818,4593156489,3178248534,1324319912,1382685942,1051158245,898824294,1071399743,1247900548,914581278.4,1551184248,832356398.2,851853904.3,671733356.3,583803577.5,737838163.7,1403432045,319328830.1,166693593.2,823673983.6,27.2908929
2023-12-04,3817757936,4472114463,3217563832,1331510725,1318692686,1006798582,859101248.9,1066441817,1292906789,899189164.6,1583000532,775970715.5,847860914.5,679679274.4,585483586.2,730623569,1378969532,322916480.7,157341400.5,813737562.1,27.15766081
2023-12-05,3692037156,4555933691,3291476784,1312335071,1373195862,1047290325,870267536.1,1007292924,1193347569,892714313.1,1574627736,768647127.8,848854593,685485870.7,593463657.8,737309979.4,1393920487,333586677.4,144609815.5,856985735.2,27.17338291
2023-12-06,3729876805,4642678240,3266315017,1331510725,1415081696,1062746088,859652296.1,1004724998,1198802867,891142229,1546160613,778196183.9,843623360.5,685485870.7,600183692.7,725288411.2,1355378336,325817343.8,143433909.4,855040656.4,27.26113934
2023-12-07,3718209584,4685482991,3260024426,1318327491,1444146732,1121111819,849666319.4,1007023371,1191983712,894805256,1485318907,817283199.3,847769014.8,701377648.2,615303771.4,722172507.4,1362481779,337279984.7,141260901,865891746.7,27.38692116
2023-12-08,3718209584,4545253767,3258451778,1279976183,1490354308,1084010344,849666319.4,1007023371,1215168761,894805256,1518251578,817283199.3,847769014.8,701988899.8,638823933.8,722172507.4,1362481779,337279984.7,141260901,858671087.7,27.28890255
2023-12-10,3711485638,4545253767,3258451778,1279976183,1490354308,1084010344,868002345,990900599.6,1215168761,894805256,1518251578,769650379.9,866567356.8,701988899.8,638823933.8,724606987.4,1398773573,325766490.4,139076120.5,858671087.7,27.28058539
2023-12-11,3765924613,4577119524,3308775611,1367465134,1475175136,1048621614,881611318.4,997857944.8,1249946334,881201496.6,1529973321,759876968.3,868265619.9,711462888.2,635463916.3,740406267.6,1473147879,328322701.5,128457042.8,845990493.4,27.57506582
2023-12-12,3730454706,4530152479,3247443542,1336304639,1481983987,1084651801,877938373.6,1000896515,1194711426,884840510.8,1533880569,801723116.7,875268061.7,754554009.9,632523911,742315477,1444733325,330584245.6,128762916.4,809506878.4,27.42323049
2023-12-13,3759654654,4642595722,3294622080,1403419543,1540130605,1145249764,945368963.5,1022702186,1268358013,901454918.9,1546160613,834226954.1,884145314.6,782059038.8,642603963.4,767473576.6,1484271220,342760519.4,127203242.7,865888199.6,28.20034909
2023-12-14,3765587429,4403770929,3264742369,1462145013,1584454701,1152646196,998739860.8,942212874.5,1294952575,921704648.2,1505971534,849100848.6,883370281.4,805591108.6,623283842.9,779727003.2,1566655323,350689276.6,127668809.1,887692329.1,28.17070695
2023-12-15,3765587429,4266166285,3107481178,1411808863,1507354899,1097266420,998739860.8,942212874.5,1193347569,888065457.9,1457968065,849100848.6,883370281.4,795200301.6,605643731.1,779727003.2,1566655323,350689276.6,127668809.1,875030404.4,27.46908488
2023-12-17,3748617655,4266166285,3107481178,1411808863,1507354899,1097266420,989325330.6,899195426.8,1193347569,888065457.9,1457968065,850717925.6,871769805.1,795200301.6,605643731.1,753563260,1536564119,346277454.4,131635360.1,875030404.4,27.33299951
2023-12-18,3771287631,4436808010,3167240299,1417801284,1528218181,1099848747,944039149.9,880728480.7,1174935889,860492775.4,1482527940,841085661.8,862278619,801618149.5,596403663,758019409.6,1529019813,347815865.3,131706924.4,903518958.3,27.53539545
2023-12-19,3882185216,4515314920,3179821182,1492107001,1548406459,1142669283,943494487.5,899298657.1,1254719703,875558202.2,1488109768,848309893.9,866049334.7,820871634.4,620343837.6,760527399.2,1544239132,352851129.3,134264231.7,898677410.2,28.06781888
2023-12-20,3887836979,4489965070,3098045590,1516076569,1509719859,1142879179,962389333.7,896335118.5,1150387113,870323335.5,1450711656,792361238.6,864068444.8,818426804.4,619503813.2,748118411.1,1576512850,349770034.1,133911177.6,820642507.7,27.69798509
2023-12-21,3971168796,4498424976,3140505884,1599970228,1536345668,1212834710,976903909.6,901357341.5,1161297709,859149947,1479737079,840251610.4,865549624,814759412.3,628323869.1,764408173.6,1562150764,369734283.6,126611245.1,844496052.7,28.15398128
2023-12-22,3971168796,4471835579,3124780005,1620344390,1555452599,1228773734,976903909.6,901357341.5,1167434936,843673051.2,1462433506,840251610.4,865549624,823010897.5,632523911,764408173.6,1562150764,369734283.6,126611245.1,861985548.7,28.1703839
2023-12-24,3971168796,4471835579,3124780005,1620344390,1555452599,1228773734,976903909.6,901357341.5,1167434936,843673051.2,1462433506,840251610.4,871074423.2,823010897.5,632523911,764408173.6,1562150764,369734283.6,126611245.1,861985548.7,28.1759087
2023-12-25,3971168796,4471835579,3124780005,1620344390,1555452599,1228773734,976903909.6,901357341.5,1167434936,843673051.2,1462433506,840251610.4,872871845.1,823010897.5,632523911,764408173.6,1562150764,369734283.6,126611245.1,861985548.7,28.17770613
2023-12-26,4010047414,4477005848,3145223828,1647909364,1563798140,1225057735,970602708.2,904358233.1,1160615781,844746424,1470806196,829202393.2,883168390,835846593.3,635463916.3,781696761.6,1507237083,372900725.4,128662600,869873239.9,28.26422337
2023-12-27,4093503306,4632615454,3107481178,1647909364,1565112995,1250039448,1004956930,909742782.8,1162661436,847975104.7,1460200732,847528007.1,893062402.9,837680230.5,650163982.7,789288998.1,1510486774,374471963.5,127715714.4,886153762.6,28.59875057
2023-12-28,4195996240,4609606570,3079174115,1677871353,1508256367,1228984044,998113399.1,913441594.7,1157206138,864129601.3,1428384449,839868905,891105910.3,833707330.3,658144054.3,788039308.9,1462551720,373102207,130162310.2,878060114.1,28.51590573
2023-12-29,4195996240,4609606570,3046149409,1689856194,1508256367,1228984044,998113399.1,913441594.7,1099925445,868143268.7,1431733503,839868905,891105910.3,823316523.3,658984038.6,788039308.9,1462551720,373102207,130162310.2,878060114.1,28.43539707
