,NTCO3.SA_MktCap_USD,0973.HK_MktCap_USD,LMND_MktCap_USD,SOMA3.SA_MktCap_USD,ARZZ3.SA_MktCap_USD,MME.AX_MktCap_USD,AEF.AX_MktCap_USD,CONCHATORO.SN_MktCap_USD,MOVI3.SA_MktCap_USD,FREY.PA_MktCap_USD,LFG.AX_MktCap_USD,ABB.AX_MktCap_USD,1112.HK_MktCap_USD,VITL_MktCap_USD,2897.TW_MktCap_USD,KMD.NZ_MktCap_USD,SML.NZ_MktCap_USD,AMAL_MktCap_USD,BFT.WA_MktCap_USD,IBAB.BR_MktCap_USD,Index
2023-10-30,3198707684.5675783,3783603721.2754927,728478973.8177243,793197851.1228464,1259699615.7146401,32612465.316319067,291670719.03077346,805149062.4206288,623432461.1799971,900482963.9626037,732958136.8834016,715323012.9939281,704181591.9107355,464782324.79304886,772782489.8614365,333572469.7278811,177150946.0862721,526863229.2341433,1264202199.489376,279844134.39024454,18.38869605377907
2023-10-31,3283591278.158938,3772385133.521317,750429355.3449893,831228437.739982,1276474010.1814554,32453392.31974067,291740311.19910383,810989172.0986228,628509618.4218366,903623880.5274665,729383005.5319482,711833900.0398855,847161351.2943182,473778113.0423537,770728390.8864064,335689487.94986033,184099652.68843064,543551141.1948378,1264202199.489376,278297022.9655462,18.720148854596413
2023-11-01,3292379859.3243737,3748953670.287837,754545084.5899999,863877900.5187308,1290965971.0727105,29041287.510804523,312176971.742011,810989172.0986228,648927293.1401957,916540337.4698628,738901899.2351811,721123767.1980813,844207960.5300603,485772483.7572195,780754423.2288648,335683326.84708107,182293130.9957718,538187148.9116206,1234005731.7882645,285362026.18681157,18.81468944643411
2023-11-02,3292379859.3243737,3762749408.0360694,1109181279.5806837,863877900.5187308,1290965971.0727105,29072049.31261012,323857836.33518285,814567243.0855469,648927293.1401957,919357542.2020127,739684576.4415411,659274885.0181725,880548441.14491,490484547.75347555,793489562.1785288,352971637.9168058,180179371.92443293,551299162.0641423,1208008500.2372692,294365802.8129011,19.205242870100296
2023-11-03,3537753804.9674673,3762749408.0360694,1188065512.2572649,949291003.4768982,1363388198.123076,29072049.31261012,323857836.33518285,820287381.6615791,714391951.3425047,919357542.2020127,739684576.4415411,659274885.0181725,880548441.14491,499051955.4069511,793489562.1785288,352971637.9168058,180179371.92443293,580205098.0682197,1208008500.2372692,294365802.8129011,19.795994518864394
2023-11-05,3537753804.9674673,3772430935.9582686,1188065512.2572649,949291003.4768982,1363388198.123076,28916275.947739895,331385563.1410462,820287381.6615791,714391951.3425047,929283316.1151822,749869671.5056174,673953494.316041,891759520.5015727,499051955.4069511,799085816.0048858,371361686.7360587,180512902.97771955,580205098.0682197,1251176493.7192132,305454073.08963406,19.93762465531693
2023-11-06,3469347468.656345,3663036850.284461,1122214367.67547,897238299.2566835,1311158460.4371483,31012388.435835674,339952316.9709438,812821768.6511505,708515110.8691757,928227368.9478111,727633903.3477283,680474730.4719121,884187311.3686963,517471912.5013902,793775248.820997,352746445.7250175,182158189.66737676,581103697.4480176,1241516398.365844,301460291.22754973,19.546052529129554
2023-11-07,3632660618.052536,3637349241.9132824,1155139939.9663675,967752461.8406928,1413490788.075662,30185249.9497825,342201062.1847238,808113332.1146231,731128007.7887466,926192000.3454547,732489764.5798099,687265677.3650126,928964794.7266165,514473330.0358293,791813394.2609242,355331394.65554863,186798383.94079772,580205155.696603,1217942917.609512,302618598.9948459,19.94211611409737
2023-11-08,3580942213.4523263,3613184286.69018,1097520123.04,936137331.2313037,1336709509.3294349,28426556.66689514,339347174.56137645,797868897.109824,736550600.095341,927372418.762748,729609323.3974671,684563075.2864314,929528846.5324557,501622198.1293048,784327104.4463034,353939594.7281481,184718403.86878583,579306498.6884217,1220237862.3337793,305433200.8481313,19.667345219198662
2023-11-09,3534189119.867898,3638502112.1897793,1032354878.8179594,992393659.8687726,1287444328.482022,29318729.006605897,324302334.4738669,787486215.240164,743139676.6047525,923626316.8020437,724637557.4390486,672607140.0631893,915861993.4326301,505477541.7865244,783391560.5827122,344491393.4854713,185360941.88384497,577509299.928826,1213119559.740081,298151684.8669501,19.513366044563146
2023-11-10,3685044096.385857,3638502112.1897793,975421027.6686431,1064509851.5831722,1324607829.1520936,29318729.006605897,324302334.4738669,801521830.4916466,794810612.4804444,923626316.8020437,724637557.4390486,672607140.0631893,915861993.4326301,514473330.0358293,783391560.5827122,344491393.4854713,185360941.88384497,584398600.259532,1213119559.740081,298151684.8669501,19.798158502023444
2023-11-12,3685044096.385857,3675077445.577909,975421027.6686431,1064509851.5831722,1324607829.1520936,26070711.91433218,334911418.9888771,801521830.4916466,794810612.4804444,925607864.4592304,681711239.4257274,672855419.0875655,891654321.9207491,514473330.0358293,781181414.8910706,344760813.6900119,180128931.40611172,584398600.259532,1254091848.3285081,300912595.828367,19.813751203575677
2023-11-13,3673053007.639472,3657495039.0592084,982966454.9643162,1068936096.8290504,1318217560.3075361,28308508.89335632,355961294.0002806,790457059.2274042,773130554.666595,926603317.4668032,734108787.1425613,674409604.5228531,885580062.2193345,507191023.3172195,782805212.1935403,336003210.4889855,177100177.38311955,588292665.3715503,1284136153.2586496,319741147.62055045,19.864496936572383
2023-11-14,3811127119.057908,3658846844.191401,1076941607.6495407,1081346480.1034744,1394731144.977897,27736031.592489716,374956781.3479132,814404461.4344114,823610980.7973686,942047294.1451921,757623768.4515306,730035736.5452195,908254536.2635744,528609562.8772195,804545724.8149368,347197516.9417242,182191745.7881837,639813189.153455,1331846802.568635,325070369.66615367,20.560937698368228
2023-11-15,3811127119.057908,3601627833.6390758,1111239176.9118376,1081346480.1034744,1394731144.977897,27785318.565040223,368723866.00978637,830038438.0398724,823610980.7973686,946086351.0355695,768577251.4982239,729467367.5967343,893729874.8214784,548314620.9065244,803244265.5379521,340140491.5622958,182841950.5534135,637416885.7217385,1276575743.8642232,331041578.3757324,20.507666739576145
2023-11-16,3983585071.352332,3603845861.903737,1071454012.2677243,1109516419.674281,1434128594.5921743,27605885.06668106,356441554.3607016,840911488.2317432,838875651.156592,939777510.077726,748341636.4145911,734024552.5329156,870326378.3045241,533750007.46930486,807020251.5205758,332497130.91298455,183660753.80319864,623039065.1314396,1296119932.4946272,336594040.46743906,20.67151579773529
2023-11-17,4033904410.9413137,3603845861.903737,1133189558.4391026,1082229644.0445118,1425219341.0202198,27605885.06668106,356441554.3607016,823772595.103856,809540119.5969524,939777510.077726,748341636.4145911,734024552.5329156,870326378.3045241,544030896.6534755,807020251.5205758,332497130.91298455,183660753.80319864,630228033.0549723,1296119932.4946272,336594040.46743906,20.718370086714106
2023-11-19,4033904410.9413137,3671054059.151015,1133189558.4391026,1082229644.0445118,1425219341.0202198,30571374.532705486,355012856.1354574,823772595.103856,809540119.5969524,944405314.9551907,743781521.2442025,720316401.1934415,858265384.3723438,544030896.6534755,812225662.4546429,325973053.6242743,179145366.04184324,630228033.0549723,1276686786.7930586,335778050.5935532,20.73533042994613
2023-11-20,4240620034.88973,3683991068.857035,1160627535.3481836,1121674172.0725296,1459150192.3990655,31360663.887328,367718099.1200298,843109614.457084,816077750.462706,947754453.2501838,795831662.2861513,723838465.6990958,863436739.7640171,551313203.3720853,823355231.3849208,336661460.1499508,177696054.20983616,633822372.9457805,1322282639.5841734,340692226.9849736,21.241013641124862
2023-11-21,4146600003.4307475,3682479316.926018,1098892054.5941026,1065596777.6559199,1399702678.7398286,30776840.116360534,361258442.6637195,876198213.1730688,796360230.9078988,945250697.1485896,795216435.44614,708249736.1662259,863082422.3581789,531608145.3427804,824968055.996318,329120454.50827765,179494361.97771248,619744162.3199252,1307801742.0940428,347838282.54477453,20.910239054110626
2023-11-22,4225900283.4875097,3749934052.687786,1143478783.4256837,1075529817.2029462,1391067701.9001327,30706773.091232758,352734372.15794903,900323789.36596,808616140.0771965,942830965.0391992,781823445.0313768,704762956.1983114,906108629.4813759,543602516.0576463,820353056.3240507,335694199.45736337,177185516.38828537,619444609.9838648,1472970636.6005414,345095838.5242166,21.328164082482623
2023-11-23,4342233613.191584,3726510951.9817414,1143478783.4256837,1100399101.3322523,1386670851.9173717,30791497.87924265,358341331.0195054,887528883.77578,807642388.5311393,937840082.0124534,764623087.8669142,706707507.3852342,913911391.0343107,543602516.0576463,814479650.4229798,332992227.81145835,182094889.00284204,619444609.9838648,1374382157.1458883,343131219.09176034,21.31680674086965
2023-11-24,4240129621.2968946,3726510951.9817414,1159255603.7940812,1057091862.4449874,1359103115.616727,30791497.87924265,358341331.0195054,889955549.1705716,800461266.8160291,937840082.0124534,764623087.8669142,706707507.3852342,913911391.0343107,549599721.8413903,814479650.4229798,332992227.81145835,182094889.00284204,619444609.9838648,1374382157.1458883,343131219.09176034,21.160847343618876
2023-11-26,4240129621.2968946,3825697761.5224156,1159255603.7940812,1057091862.4449874,1359103115.616727,30890306.070907414,362590305.64510363,889955549.1705716,800461266.8160291,940892429.1874523,803974046.038384,720288716.9375592,919403769.5975571,549599721.8413903,811965548.5436584,330393085.65316075,178802360.79407898,619444609.9838648,1357468058.3364866,344868244.54510885,21.302275983836417
2023-11-27,4226636786.270565,3704454567.514189,1179834184.6018376,1059965475.8267559,1377208393.3535697,31601544.045308307,364314893.9031362,891777682.6781758,805845491.4120942,942438974.5604694,815602812.1985537,719925547.8717855,881399116.0984123,538890452.0613902,827809140.1940207,335899222.8426553,183684562.5547345,615850154.83629,1417313293.2861729,344192533.5105391,21.264644829620647
2023-11-28,4299495549.717995,3422252538.686658,1208644093.0650213,1041187208.4735465,1399660593.7054684,31246571.808175884,380095079.46413577,892496270.4107951,809350126.5091304,985086674.9019266,829193636.1602894,709522813.8734636,893549211.1117424,551741583.9679146,831773877.9078709,329888931.71884763,182220065.51686946,613154299.0685132,1451569963.5815685,345659524.53981644,21.207788614189752
2023-11-29,4287940321.9470267,3678468020.798549,1250486958.7883973,988744793.5675241,1369758094.1291704,32753125.806919694,382487342.1686687,891135061.0122352,808852843.546792,972406713.4124441,836277691.6962686,724222244.0051429,871721644.868957,550028102.4372195,836734195.079579,326182776.8967984,181108866.72946727,620343209.3636626,1428976932.3216114,339691263.5165884,21.378320202093022
2023-11-30,4342499904.888277,3536020420.8154697,1212073791.1156838,959222382.0607749,1351266120.4077802,38335002.588675134,376394058.59275913,871297383.0518606,817484088.3137126,965217218.5838207,842884865.9385636,707851075.1598793,866232681.700682,570589880.8055608,832564592.9848969,326265116.1100872,185367494.69981375,629029823.7107308,1403958584.571107,321741120.81282794,21.156295606912963
2023-12-01,4498560109.124693,3536020420.8154697,1255288588.3931623,1039203010.9795452,1367353076.793017,38335002.588675134,376394058.59275913,915206642.2867414,831523248.0592538,965217218.5838207,842884865.9385636,707851075.1598793,866232681.700682,595435383.426951,832564592.9848969,326265116.1100872,185367494.69981375,658384511.9350662,1403958584.571107,321741120.81282794,21.56378680355701
2023-12-03,4498560109.124693,3692444509.7153378,1255288588.3931623,1039203010.9795452,1367353076.793017,43912058.27308723,387838396.0471211,915206642.2867414,831523248.0592538,1010465472.1288162,832356437.4695058,714143746.2656839,868974860.2763603,595435383.426951,830965465.7768614,325058961.8060107,175772103.44488576,658384511.9350662,1417595157.5202267,309883883.8113277,21.770365623533653
2023-12-04,4380011189.82709,3823686102.681422,1300561283.0017948,995347868.4661827,1304069454.2918813,40094425.71851996,371582149.06359977,899804003.825034,821492136.6399219,1005789520.5433316,775970752.07659,707160836.0342207,830570994.5414698,597148864.9576463,827070388.7473497,322422950.54814994,165910569.2535999,666172526.9023365,1392885774.4866164,313365420.6178887,21.541117212224652
2023-12-05,4462103676.407968,3697770104.758382,1200412634.575,1035379082.8076425,1357968234.3270879,40834774.83268289,371161730.12534183,893324621.6324921,865152446.5629969,950004617.6985294,768647163.9970807,713632523.7322289,841366455.7795923,605287932.8679147,828039701.0787997,312359215.6311091,152485593.2746631,671863733.1455674,1407987610.9659042,323720019.70678985,21.499501873907775
2023-12-06,4547061977.792064,3735668510.492033,1205900229.9568162,1050659061.5094546,1399389588.5939348,40254311.524414666,384849800.7499512,891751565.9558781,863188831.9517443,947582738.4961544,778196220.5818144,701997007.7202938,831103741.7623103,612141858.9906951,822936744.4297042,321138952.9959713,151245644.64712492,671863733.1455674,1369056501.2131581,316180483.4666973,21.642167505975785
2023-12-07,4588985475.523017,3723983173.317483,1199040703.0208974,1108360976.5947323,1428132317.1969612,39951986.195647694,399758826.00629455,895417201.6510386,874143328.5657698,949750394.7201759,817283237.8574891,698981165.9021581,821449393.523363,627563192.7669511,826980742.5595556,326481203.02899545,148954289.32059202,687439763.0801078,1376231630.716307,327304088.25567913,21.866193089803218
2023-12-08,4451643946.762488,3723983173.317483,1222363016.102265,1071681470.6068013,1473827487.8695638,39951986.195647694,399758826.00629455,895417201.6510386,866853859.7707207,949750394.7201759,817283237.8574891,698981165.9021581,821449393.523363,651551975.0493048,826980742.5595556,326481203.02899545,148954289.32059202,688038810.1238453,1376231630.716307,327304088.25567913,21.778487899339773
2023-12-10,4451643946.762488,3717248786.4373293,1222363016.102265,1071681470.6068013,1473827487.8695638,39871146.85291018,414443150.9611987,895417201.6510386,866853859.7707207,934544595.9649571,769650416.1303743,701337466.6869414,839176490.4064453,651551975.0493048,845318127.4955963,324493005.64302284,146650520.71107563,688038810.1238453,1412889673.4710214,316131134.2418703,21.78313228293877
2023-12-11,4482853179.595801,3771772293.1788898,1257346485.7243161,1036695230.3977846,1458816640.774906,38657608.87465324,399564852.6849523,881804036.3096348,854052424.7664329,941106247.7628628,759877004.139463,716629379.9219153,852333517.6820418,648125011.9879146,846974747.3063158,328648835.0829334,135453104.06432182,697324529.1430342,1488014547.606934,318611739.0527412,21.914661416057854
2023-12-12,4436854209.007268,3736247309.3854003,1201784566.1291025,1072315632.6316458,1465549986.8167114,40336520.12945628,398000850.1615907,885445435.3185934,817221136.4014086,943972004.0891967,801723154.509778,718477278.2940394,848782549.2372335,645126429.5223536,853805481.1275398,333654893.02602774,135775636.19508144,739559333.9057502,1459313240.6349049,320806392.2882272,21.854752038811306
2023-12-13,4546980633.965695,3765492598.718372,1275867169.2009187,1132224391.1232414,1523051806.305678,40384338.41143226,426054592.98173016,902071203.6039244,874139747.6612574,964537495.5466248,834226993.4457321,742827468.3721541,913973808.3126792,655407318.7065244,862465053.6063116,336552656.8924269,134131019.15571758,766517718.6983691,1499250143.0250056,332622522.47002,22.52877868020381
2023-12-14,4313075177.996985,3771434585.260569,1302619180.3329487,1139536699.9010406,1566884384.4925232,40039518.804788165,427662255.2164869,922334882.842826,896151661.3045366,888625910.7499839,849100888.5858338,754687397.02094,965572289.1061398,635702260.6772195,861709025.0886453,346335942.9671261,134621941.38252473,789582211.2641195,1582465646.935539,340316766.8655949,22.528458626796375
2023-12-15,4178304482.343777,3771434585.260569,1200412634.575,1084786780.0403204,1490639556.7447312,40039518.804788165,427662255.2164869,888672795.268117,883369073.8545126,888625910.7499839,849100888.5858338,754687397.02094,965572289.1061398,617710684.1786097,861709025.0886453,346335942.9671261,134621941.38252473,779397950.493516,1582465646.935539,340316766.8655949,22.085866125482756
2023-12-17,4178304482.343777,3754438461.176188,1200412634.575,1084786780.0403204,1490639556.7447312,42878362.97237273,429029001.5505106,888672795.268117,883369073.8545126,848054982.3103446,850717965.6926084,729363857.9404184,956470409.9422823,617710684.1786097,850393005.7715912,346164748.2513178,138804519.67956465,779397950.493516,1552070769.2222607,336035435.2783715,21.95771547728641
2023-12-18,4345431878.247018,3777143638.7240787,1181891951.0983973,1087339737.6089964,1511271481.3119283,41189852.729054414,425360662.1911029,861081207.0792882,912129111.5739927,830638334.8266029,841085701.4030335,733676905.8690299,912688157.0721229,608286515.3334756,841134554.5532278,329249084.490547,138879981.52564463,785688146.152101,1544450328.3794568,337528343.8782066,22.04614557404731
2023-12-19,4422321668.271938,3888213424.198562,1262148115.329081,1129673258.4110556,1531235888.3869934,43274628.15739046,426626371.2297452,876156935.8212329,907241425.593537,848152346.0913403,848309933.8777587,736104355.5731808,912161582.5839311,632703678.2116586,844812807.8943592,319306820.3375938,141576565.58155745,804559078.8981559,1559823237.000882,342414677.3764947,22.47681679882645
2023-12-20,4397494447.58141,3893873963.2458167,1157197837.2975214,1129880767.4928355,1492978291.4712465,43136126.71576045,410979762.9541444,870918437.0576526,828462883.5353364,845357354.3882766,792361275.9158722,724093861.0646843,930428941.9031847,631846917.02,842880491.7663472,309859975.1916601,141204283.4050868,802162775.4664395,1592422653.8632717,339424713.310034,22.176965760646585
2023-12-21,4405779306.946972,3977335176.9134645,1168173028.061154,1199040666.5044541,1519308841.0804846,42335566.48267849,428803335.17796093,859737408.566514,852543742.6738981,850093945.7654248,840251650.0252899,739860505.5729762,944461497.1549889,640842705.2693049,844325350.697427,303206633.1042037,133506780.01170364,798568262.6904814,1577915628.768484,358798470.31179494,22.484888501779658
2023-12-22,4379738053.535811,3977335176.9134645,1174346589.2200215,1214798410.0013864,1538203891.7332737,42335566.48267849,428803335.17796093,844249930.1178077,870199906.1847259,850093945.7654248,840251650.0252899,739860505.5729762,944461497.1549889,645126429.5223536,844325350.697427,303206633.1042037,133506780.01170364,806655829.9938121,1577915628.768484,358798470.31179494,22.51421358029559
2023-12-24,4379738053.535811,3977335176.9134645,1174346589.2200215,1214798410.0013864,1538203891.7332737,42335566.48267849,428803335.17796093,844249930.1178077,870199906.1847259,850093945.7654248,840251650.0252899,739860505.5729762,944461497.1549889,645126429.5223536,849714675.4906479,303206633.1042037,133506780.01170364,806655829.9938121,1577915628.768484,358798470.31179494,22.51960290508881
2023-12-25,4379738053.535811,3977335176.9134645,1174346589.2200215,1214798410.0013864,1538203891.7332737,42335566.48267849,428803335.17796093,844249930.1178077,870199906.1847259,850093945.7654248,840251650.0252899,739860505.5729762,944461497.1549889,645126429.5223536,851468022.4824587,303206633.1042037,133506780.01170364,806655829.9938121,1577915628.768484,358798470.31179494,22.521356252080622
2023-12-26,4384801821.425142,4016274164.7848587,1167487062.2841024,1211124674.269817,1546456888.191571,44256975.33061804,431373303.76539576,845324036.8141803,878162763.7466766,852924165.9482689,829202432.2494888,756593899.9496101,938369554.9454716,648125011.9879146,861512084.2621858,309196197.3545782,135669856.3971636,819236451.8245153,1522447772.1818492,361871256.6587809,22.560410374372186
2023-12-27,4537205867.181458,4099859646.1561856,1169544828.7806623,1235822260.5370064,1547757162.5211759,46211954.60154524,437358267.9160826,848554925.2457218,894598432.9196156,858002477.1997563,847528047.0417428,763942324.7004948,971582893.2482046,663117965.1683413,871163484.5958301,318959538.3086534,134671401.18088177,821033650.5841111,1525730258.0395942,363396021.5656913,22.95604140749275
2023-12-28,4514670855.250278,4202511729.5255775,1164057233.3988461,1215006328.5644724,1491531027.871025,48350629.21861842,434742525.60096824,864720467.7588948,886427655.3624692,861490919.9243655,839868944.5873083,762732767.1205281,964966631.7757225,671257033.0786097,869254967.4578105,326944660.69188964,137251244.19783637,817139700.7288592,1477311454.2229257,362066778.97402453,22.912303555311034
2023-12-29,4514670855.250278,4202511729.5255775,1106437416.4724786,1215006328.5644724,1491531027.871025,48350629.21861842,434742525.60096824,868736879.5758258,886427655.3624692,861490919.9243655,839868944.5873083,762732767.1205281,964966631.7757225,672113753.4176462,869254967.4578105,326944660.69188964,137251244.19783637,806955439.9582556,1477311454.2229257,362066778.97402453,22.849372609770032
2024-01-01,4514670855.250278,4175024077.749919,1106437416.4724786,1215006328.5644724,1491531027.871025,46494096.73867478,440140142.0385895,868736879.5758258,886427655.3624692,859164100.35515,850319421.2039473,753145460.2223848,963551649.7602196,672113753.4176462,870960617.487692,326944660.69188964,137251244.19783637,806955439.9582556,1339719451.4674082,356708226.6985081,22.68130250508467
2024-01-02,4395722581.710459,4115879632.7294097,1168858993.838205,1150569267.9627213,1418165717.378255,46190986.3794798,415765596.90805954,854834807.4636325,815383467.9647689,851669116.5789107,838609617.8709157,734666432.2341384,975698069.8351438,660976143.8944391,858967302.5924702,322568071.99838763,133988545.22916847,795273359.878967,1502043210.3277864,352355767.0113693,22.408186689786685
2024-01-03,4417099460.410613,4082264125.843855,1112610977.631346,1212440167.5632095,1402246083.5089896,48856000.0559099,418642920.3436144,847559096.5842296,829892928.7643023,850515194.2618676,838909763.0490654,723625690.6242001,973477342.0343997,636558981.016256,856183971.8950722,331235085.2502137,134014927.10952863,764720577.5671566,1497446024.5472686,351258873.0913893,22.329558191152486
2024-01-04,4276850984.0687013,4043724214.3054137,1139363119.59797,1179506371.1971552,1345573890.0344605,52651598.77589116,418418062.8957431,838334987.7111586,814689413.6960819,852093317.2653257,855668275.4148374,712822469.7633228,954131489.5648774,658834281.7679147,854989331.7856581,321607955.2571878,137853237.76181594,772508534.9060435,1502947192.653506,351289962.78457254,22.083858691207638
2024-01-05,4338705554.169509,4043724214.3054137,1135247324.9356623,1265979511.4909823,1395809002.7536454,52651598.77589116,418418062.8957431,842511716.1081631,839880755.8910424,852093317.2653257,855668275.4148374,712822469.7633228,954131489.5648774,657549180.8330488,854989331.7856581,321607955.2571878,137853237.76181594,781794196.2968493,1502947192.653506,351289962.78457254,22.315674350707056
2024-01-07,4338705554.169509,3995123726.9082756,1135247324.9356623,1265979511.4909823,1395809002.7536454,55025115.05799257,404827970.8066884,842511716.1081631,839880755.8910424,851701732.4052424,865143163.9738729,717765018.92258,928261108.0979658,657549180.8330488,857806291.8023903,313895056.2383056,136808326.9553476,781794196.2968493,1568746738.1461606,356711850.6551413,22.309293342448864
2024-01-08,4380083730.56897,4129907008.299222,1251858890.3425,1319162615.2084477,1473109063.2687557,56185884.816305324,416004231.391847,821961828.2912223,887461173.3879437,852376041.4327403,887815723.92676,714099627.3010268,916137927.6370753,675112376.7358292,863553660.4125123,318358688.5883667,135452893.22865084,776102990.0536183,1597532492.271632,363202856.4665327,22.83547970362996
2024-01-09,4329358935.206973,4125057821.0317836,1187379546.4802136,1296556976.759749,1463414690.1954184,54752477.93082714,416983846.8419795,805862664.1845592,864714430.0084493,857427704.8278048,887250785.3156376,721867720.6264055,891149500.5339384,652837075.9841707,845328132.0089275,321951387.8309387,135155070.1501107,768614527.4224085,1596878573.1776056,348311671.5859016,22.570853538103805
2024-01-10,4442196098.376396,4104029593.9755845,1199040703.0208974,1327677756.4529808,1466135927.1915028,54336177.65033801,418958310.60469055,806187063.4051468,834608132.1619691,860824687.9262946,899953739.6869677,710478509.7353379,916167024.3783394,664831487.5516586,831757173.8221443,321509193.7433428,133548707.65910368,771310383.1901853,1614843973.8359456,348447170.321337,22.726841814690168
2024-01-11,4451338703.172234,4227533018.6577024,1158569638.0170298,1297857532.517309,1457244137.816481,56021944.366239995,402961781.7388021,809547991.7866949,792289369.9984088,874494871.2193425,905575221.4976298,713935189.9725043,924381942.0487337,645554769.2655609,834547235.3346695,317872841.9823912,133822536.17102388,766817328.6628127,1646766241.0632102,346789829.0028375,22.763922124291618
2024-01-12,4517682294.625785,4227533018.6577024,1140049085.3750215,1277950393.5982473,1461190405.1601455,56021944.366239995,402961781.7388021,808577833.4514642,780160160.8267773,874494871.2193425,905575221.4976298,713935189.9725043,924381942.0487337,653265456.5799999,834547235.3346695,317872841.9823912,133822536.17102388,760227465.4114007,1646766241.0632102,346789829.0028375,22.783805748083928
2024-01-14,4517682294.625785,4216760831.759092,1140049085.3750215,1277950393.5982473,1461190405.1601455,57082050.520503946,401587841.11329895,808577833.4514642,780160160.8267773,878177002.8053311,910353360.680772,709063321.816383,924084664.2894152,653265456.5799999,824281829.6412139,317398762.09617996,132201432.01010837,760227465.4114007,1610974849.9780135,344410010.9649796,22.72547905270413
2024-01-15,4452962790.554522,4224860680.858072,1140049085.3750215,1236436888.7874823,1413406853.766714,53915647.07936141,407104015.04715157,806394030.6620092,766754266.4764913,891308551.8937349,915212343.7821412,708790515.251283,931761398.4520864,653265456.5799999,806518359.1101604,310982070.0123349,134126867.76499352,760227465.4114007,1590339627.2115026,344419435.28830236,22.548836349364763
2024-01-16,4298792465.472111,4157105026.826721,1087230898.0534189,1145184965.2402787,1380819344.7956226,51731521.77737022,401798209.99864835,778072029.505418,737889486.0940797,898867077.5054852,898765037.3133501,707917137.2223067,901089530.1439959,650695213.8576462,795566911.3287467,312710207.9800061,131649098.60645144,759328866.0316029,1551363389.5044572,336138590.4008672,21.982715007658587
2024-01-17,4403852197.423842,4300254707.913861,1129073763.7767947,1146279633.3299496,1341237414.3159814,47513955.92572688,393263152.470371,778991483.8274976,735795946.712712,905952164.4399484,897452039.7241147,699994820.2446083,874446192.5380439,635273880.0813901,790894269.623713,307104049.5842196,121300231.8785721,750043147.012414,1616022146.664921,327093469.8677437,22.201838667356423
2024-01-18,4395123807.559216,4329098164.502325,1097520123.04,1119214116.1097443,1319720285.6099129,49422961.00362558,407514136.8086323,781787941.0219038,707614322.7716945,866327667.7235711,889689588.8404347,701411313.5459918,868198262.7475924,631846917.02,795020522.2245808,307400006.84968483,121417129.34370059,753937154.496049,1641935298.4893763,326280958.73544186,22.110480678443473
2024-01-19,4533649920.316059,4329098164.502325,1128387928.8343377,1119932847.95283,1330500376.0897903,49422961.00362558,407514136.8086323,795483480.964379,733458777.8089606,866327667.7235711,889689588.8404347,701411313.5459918,868198262.7475924,617282303.5827804,795020522.2245808,307400006.84968483,121417129.34370059,765918671.6546316,1641935298.4893763,326280958.73544186,22.328330318018725
2024-01-21,4533649920.316059,4171333086.268162,1128387928.8343377,1119932847.95283,1330500376.0897903,49527913.04864987,417696125.33802354,795483480.964379,733458777.8089606,867346710.234208,881561204.239848,691563695.6641599,824032825.0531411,617282303.5827804,801707498.4194798,307299411.3817904,119982254.91067415,765918671.6546316,1670065199.9027731,322959677.18325967,22.149689908847943
2024-01-22,4413193067.541177,4274938312.7513666,1180520019.5442948,1065639568.6701903,1285314839.536328,49352385.67929857,421631261.3273484,805196986.2975973,688658377.9542078,866214588.5696831,898401399.9164106,696644067.6443871,836789292.4870026,624136229.7055609,805521399.6624334,305183471.64943105,117770570.75731456,790181200.6794738,1643225767.3029065,319454577.34019804,22.087967385016608
2024-01-23,4523806263.490927,4357008248.270874,1178462253.047735,1111719730.6986868,1301674128.9443731,48319937.85857005,441787655.6637307,815839161.4826885,699504847.7576692,864582945.115313,878061293.2177118,699818706.6703023,877691336.4351248,624992990.8972195,809091362.8755419,310759298.0963733,118301717.21790387,781794196.2968493,1600529739.34974,323161670.1715911,22.366907483558926
2024-01-24,4297399958.877733,4510062582.393509,1155139939.9663675,1090492632.4641733,1261633993.3466828,50506293.96400568,435835079.55463356,796412605.022319,710357091.7889372,879608770.1431669,853027973.6357222,706509450.2157158,889332213.853397,630133435.4893049,810029029.3293762,306877066.03704524,122603801.40919688,798268767.9828043,1643780410.6017697,321439323.84978724,22.269450419925647
2024-01-25,4272465269.7965584,4368429363.395637,1142792817.6486325,1132822819.4865623,1305609134.9275281,50506293.96400568,435835079.55463356,795537896.6997194,712039119.5029132,876760858.4571997,853027973.6357222,706509450.2157158,863752692.6842831,643412947.9916586,811157126.9584175,306874254.296922,119816256.2011277,766218223.990692,1611763473.1282778,322243488.0094164,22.09757454054562
2024-01-26,4212830450.3906436,4368429363.395637,1134561489.993205,1118612529.7079284,1320981719.713384,50506293.96400568,435835079.55463356,789223236.4840542,693082518.2284873,876760858.4571997,853027973.6357222,706509450.2157158,863752692.6842831,639557604.334439,811157126.9584175,306874254.296922,119816256.2011277,785987756.1165447,1611763473.1282778,322243488.0094164,22.02151361547004
2024-01-28,4212830450.3906436,4521745329.583565,1134561489.993205,1118612529.7079284,1320981719.713384,49402803.89236681,418964280.6530633,789223236.4840542,693082518.2284873,876470903.8764933,825375202.9118522,710548960.8897636,873832576.2956239,639557604.334439,809674000.7267385,310261191.1327553,116722533.88997278,785987756.1165447,1598375011.7626855,327669814.1259852,22.133879914709553
