,BFT.WA
2024-01-14,2160.0
2024-01-15,
2024-01-15,
2024-01-15,
2024-01-15,
2024-01-15,
2024-01-15,2140.0
2024-01-16,
2024-01-16,
2024-01-16,
2024-01-16,
2024-01-16,
2024-01-16,2110.0
2024-01-17,
2024-01-17,
2024-01-17,
2024-01-17,
2024-01-17,
2024-01-17,2200.0
2024-01-18,
2024-01-18,
2024-01-18,
2024-01-18,
2024-01-18,
2024-01-18,2230.0
2024-01-19,
2024-01-19,
2024-01-21,
2024-01-21,
2024-01-21,
2024-01-21,2250.0
2024-01-22,
2024-01-22,
2024-01-22,
2024-01-22,
2024-01-22,
2024-01-22,2220.0
2024-01-23,
2024-01-23,
2024-01-23,
2024-01-23,
2024-01-23,
2024-01-23,2180.0
2024-01-24,
2024-01-24,
2024-01-24,
2024-01-24,
2024-01-24,
2024-01-24,2230.0
2024-01-25,
2024-01-25,
2024-01-25,
2024-01-25,
2024-01-25,
2024-01-25,2190.0
2024-01-26,
2024-01-26,
2024-01-28,
2024-01-28,
2024-01-28,
2024-01-28,2170.0
2024-01-29,
2024-01-29,
2024-01-29,
2024-01-29,
2024-01-29,
2024-01-29,2190.0
2024-01-30,
2024-01-30,
2024-01-30,
2024-01-30,
2024-01-30,
2024-01-30,2220.0
2024-01-31,
2024-01-31,
2024-01-31,
2024-01-31,
2024-01-31,
2024-01-31,2240.0
2024-02-01,
2024-02-01,
2024-02-01,
2024-02-01,
2024-02-01,
2024-02-01,2270.0
2024-02-02,
2024-02-02,
2024-02-04,
2024-02-04,
2024-02-04,
2024-02-04,2270.0
2024-02-05,
2024-02-05,
2024-02-05,
2024-02-05,
2024-02-05,2250.0
2024-02-06,
2024-02-06,
2024-02-06,
2024-02-06,
2024-02-06,
2024-02-06,2280.0
2024-02-07,
2024-02-07,
2024-02-07,
2024-02-07,
2024-02-07,
2024-02-07,2280.0
2024-02-08,
2024-02-08,
2024-02-08,
2024-02-08,
2024-02-08,
2024-02-08,2290.0
2024-02-09,
2024-02-09,
2024-02-11,
2024-02-11,2270.0
2024-02-12,
2024-02-12,
2024-02-12,
2024-02-12,
2024-02-12,2250.0
2024-02-13,
2024-02-13,
2024-02-13,
2024-02-13,
2024-02-13,
2024-02-13,2250.0
2024-02-14,
2024-02-14,
2024-02-14,
2024-02-14,
2024-02-14,
2024-02-14,2170.0
2024-02-15,
2024-02-15,
2024-02-15,
2024-02-15,
2024-02-15,
2024-02-15,2350.0
2024-02-16,
2024-02-16,
2024-02-18,
2024-02-18,
2024-02-18,
2024-02-18,2370.0
2024-02-19,
2024-02-19,
2024-02-19,
2024-02-19,
2024-02-19,2340.0
2024-02-20,
2024-02-20,
2024-02-20,
2024-02-20,
2024-02-20,
2024-02-20,2300.0
2024-02-21,
2024-02-21,
2024-02-21,
2024-02-21,
2024-02-21,
2024-02-21,2300.0
2024-02-22,
2024-02-22,
2024-02-22,
2024-02-22,
2024-02-22,2330.0
2024-02-23,
2024-02-23,
2024-02-25,
2024-02-25,
2024-02-25,
2024-02-25,2320.0
2024-02-26,
2024-02-26,
2024-02-26,
2024-02-26,
2024-02-26,
2024-02-26,2300.0
2024-02-27,
2024-02-27,
2024-02-27,
2024-02-27,
2024-02-27,
2024-02-27,2290.0
2024-02-28,
2024-02-28,
2024-02-28,
2024-02-28,
2024-02-28,
2024-02-28,2340.0
2024-02-29,
2024-02-29,
2024-02-29,
2024-02-29,
2024-02-29,
2024-02-29,2420.0
2024-03-01,
2024-03-01,
2024-03-03,
2024-03-03,
2024-03-03,
2024-03-03,2430.0
2024-03-04,
2024-03-04,
2024-03-04,
2024-03-04,
2024-03-04,
2024-03-04,2510.0
2024-03-05,
2024-03-05,
2024-03-05,
2024-03-05,
2024-03-05,
2024-03-05,2500.0
2024-03-06,
2024-03-06,
2024-03-06,
2024-03-06,
2024-03-06,
2024-03-06,2530.0
2024-03-07,
2024-03-07,
2024-03-07,
2024-03-07,
2024-03-07,
2024-03-07,2540.0
2024-03-08,
2024-03-08,
2024-03-10,
2024-03-10,
2024-03-10,
2024-03-10,2400.0
2024-03-11,
2024-03-11,
2024-03-11,
2024-03-11,
2024-03-11,
2024-03-11,2450.0
2024-03-12,
2024-03-12,
2024-03-12,
2024-03-12,
2024-03-12,
2024-03-12,2530.0
2024-03-13,
2024-03-13,
2024-03-13,
2024-03-13,
2024-03-13,
2024-03-13,2530.0
2024-03-14,
2024-03-14,
2024-03-14,
2024-03-14,
2024-03-14,
2024-03-14,2480.0
2024-03-15,
2024-03-15,
2024-03-17,
2024-03-17,
2024-03-17,
2024-03-17,2500.0
2024-03-18,
2024-03-18,
2024-03-18,
2024-03-18,
2024-03-18,
2024-03-18,2660.0
2024-03-19,
2024-03-19,
2024-03-19,
2024-03-19,
2024-03-19,2630.0
2024-03-20,
2024-03-20,
2024-03-20,
2024-03-20,
2024-03-20,
2024-03-20,2670.0
2024-03-21,
2024-03-21,
2024-03-21,
2024-03-21,
2024-03-21,
2024-03-21,2740.0
2024-03-22,
2024-03-22,
2024-03-24,
2024-03-24,
2024-03-24,
2024-03-24,2710.0
2024-03-25,
2024-03-25,
2024-03-25,
2024-03-25,
2024-03-25,
2024-03-25,2650.0
2024-03-26,
2024-03-26,
